,0
19662,No one can grow if he does not accept his smallness.
19663,"To be saints is not a privilege for a few, but a vocation for everyone."
19664,"Take care of brothers and sisters who are weaker ... the elderly, the sick, the hungry, the homeless and strangers, because we will be judged on this."
19665,We must overcome...all forms of racism. The problem of intolerance should be dealt with as a whole: every time a minority is persecuted and marginalized...the good of the whole society is in danger.
19666,The Earth is our environment to protect and the garden to tend to.
19667,"Dear young people, please, don’t be observers of life, but get involved. Jesus did not remain an observer, but he immersed himself. Don’t be observers, but immerse yourself in the reality of life, as Jesus did."
19668,"Life is a journey. When we stop, things don't go right."
19669,"Miracles happen. But prayer is needed! Prayer that is courageous, struggling and persevering, not prayer that is a mere formality."
19670,"Lord, teach us to step outside ourselves. Teach us to go out into the streets and manifest your love."
19671,
19672,
19673,
19674,"Prayer can truly change your life. For it turns your attention away from yourself and directs your mind and your heart toward the Lord. If we look only at ourselves, with our own limitations and sins, we quickly give way to sadness and discouragement. But if we keep our eyes fixed on the Lord, then our hearts are filled with hope, our minds are washed n the light of truth, and we come to know the fullness of the Gospel with all is promise and life."
